licenceId,licenceNumber,licensee,channel,frequency,location,status,txrx,suppressed
430004,423251,"SPARK NEW ZEALAND TRADING LIMITED",,877.5,"WESTERN SPRINGS STADIUM (TRANSPORTABLE)","Current","TX",false
430003,423262,"SPARK NEW ZEALAND TRADING LIMITED",,2335.0,"WESTERN SPRINGS STADIUM (TRANSPORTABLE)","Current","TX",false
429999,424044,"COMMUNICATIONS SPECIALISTS LIMITED","CN228",458.15625,"FULTON HOGAN WORKSHOP, DUNEDIN","Current","TX",false
429998,424045,"COMMUNICATIONS SPECIALISTS LIMITED","CN134",456.98125,"ROTARY PARK - DCC","Current","TX",false
429993,423858,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2085.0,"Awarua Earth Station_Fossa","Current","TX",false
429989,423854,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2080.0,"Awarua Earth Station_Fossa","Current","TX",false
429988,423859,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2075.0,"Awarua Earth Station_Fossa","Current","TX",false
429982,423855,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2047.5,"Awarua Earth Station-Leaf_1","Current","TX",false
429981,423860,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2088.0,"Awarua Earth Station-Leaf_1","Current","TX",false
429980,423856,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2096.0,"Awarua Earth Station-Leaf_1","Current","TX",false
429979,423845,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2087.0,"Awarua Earth Station-Leaf_1","Current","TX",false
429978,423857,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2029.2,"Awarua Earth Station-Leaf_1","Current","TX",false
429977,423847,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2078.0,"Awarua Earth Station-Leaf_1","Current","TX",false
429976,,"HORIZON ENERGY GROUP LIMITED","EN194#",154.94375,"MOBILE","Current","TX",false
429975,423543,"HORIZON ENERGY GROUP LIMITED","EN194",153.1625,"PUKEHOKO","Current","TX",false
429968,423249,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"ORAKEI","Current","TX",false
429967,423278,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"KELVIN HEIGHTS ~AZA9~","Current","TX",false
429966,423274,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"KELVIN HEIGHTS ~AZA9~","Current","TX",false
429965,423256,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"KELVIN HEIGHTS ~AZA9~","Current","TX",false
429964,423252,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"KELVIN HEIGHTS ~AZA9~","Current","TX",false
429963,423260,"SPARK NEW ZEALAND TRADING LIMITED",,768.0,"KELVIN HEIGHTS ~AZA9~","Current","TX",false
429962,423255,"SPARK NEW ZEALAND TRADING LIMITED",,877.5,"KELVIN HEIGHTS ~AZA9~","Current","TX",false
429961,423190,"WANNA INTERNET LIMITED","11G5#",11405.0,"35 Foreman Road, Avalon, Hamilton","Current","TX",false
429960,423189,"WANNA INTERNET LIMITED","11G5",10875.0,"218 Anglesea Street, Hamilton","Current","TX",false
429959,406431,"TAIT SYSTEMS NZ LIMITED","7GM20C#",7422.0,"ARTILLERY ROAD WAIPU (VF BRYNDERWYN N1BYN)","Current","TX",false
429958,406430,"TAIT SYSTEMS NZ LIMITED","7GM20C",7261.0,"1200 WHANGARIPO VALLEY ROAD WHANGARIPO (RCG RAKWGR WHANGARIPO)","Current","TX",false
429957,423194,"WANNA INTERNET LIMITED","11G11#",11645.0,"70 Smith Road, Karamu","Current","TX",false
429956,423193,"WANNA INTERNET LIMITED","11G11",11115.0,"218 Anglesea Street, Hamilton","Current","TX",false
429955,423196,"WANNA INTERNET LIMITED","11G5#",11405.0,"198 HARBOTTLE ROAD MOTUMAOHO","Current","TX",false
429954,423195,"WANNA INTERNET LIMITED","11G5",10875.0,"218 Anglesea Street, Hamilton","Current","TX",false
429951,423472,"TWO DEGREES NETWORKS LIMITED","23G6#",23072.0,"(AKL-010-002-A)[GNBK]_GLENBROOK","Current","TX",false
429949,423471,"TWO DEGREES NETWORKS LIMITED","23G6",21840.0,"(AKL-010-071-A)[NZST]_NZ Steel","Current","TX",false
429946,423279,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"ST HELIERS","Current","TX",false
429945,423272,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"ST HELIERS","Current","TX",false
429944,423470,"TWO DEGREES NETWORKS LIMITED","80G1A#",82250.0,"(AKL-010-002-A)[GNBK]_GLENBROOK","Current","TX",false
429943,423469,"TWO DEGREES NETWORKS LIMITED","80G1A",72250.0,"(AKL-010-071-A)[NZST]_NZ Steel","Current","TX",false
429938,423846,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2062.5,"Awarua Earth Station-Leaf_1","Current","TX",false
429937,411071,"TAIT SYSTEMS NZ LIMITED","7GU14A#",7680.0,"BETWEEN 1635 AND 1713 STATE HIGHWAY 1 KAIWAKA (VF N2KWA KAIWAKA)","Current","TX",false
429936,423849,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2061.5,"Awarua Earth Station-Leaf_1","Current","TX",false
429934,411070,"TAIT SYSTEMS NZ LIMITED","7GU14A",7519.0,"KRAACKS HILL","Current","TX",false
429933,423850,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2084.1,"Awarua Earth Station-Leaf_1","Current","TX",false
429932,423843,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2042.1,"Awarua Earth Station-Leaf_1","Current","TX",false
429931,423852,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2026.1,"Awarua Earth Station-Leaf_1","Current","TX",false
429929,423851,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2102.5,"AWARUA EARTH STATION","Current","TX",false
429928,423853,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2055.0,"AWARUA EARTH STATION","Current","TX",false
429927,423842,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2031.0,"AWARUA EARTH STATION","Current","TX",false
429926,423844,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2105.0,"AWARUA EARTH STATION","Current","TX",false
429925,423841,"SPACE OPERATIONS NEW ZEALAND LIMITED",,2093.0,"AWARUA EARTH STATION","Current","TX",false
429920,248908,"HAWKE'S BAY AIRPORT LIMITED","DNX60",464.96875,"ALL NORTH ISLAND","Current","TX",false
429920,248908,"HAWKE'S BAY AIRPORT LIMITED","DNX36",461.66875,"ALL NORTH ISLAND","Current","TX",false
429920,248908,"HAWKE'S BAY AIRPORT LIMITED","EEX99",170.45,"ALL NORTH ISLAND","Current","TX",false
429919,,"Fire and Emergency New Zealand","ES177#",140.2125,"MOBILE","Current","TX",false
429917,423348,"WATERCARE SERVICES LTD","J5B#",458.7875,"32 Christian RD WPS","Current","TX",false
429916,423347,"WATERCARE SERVICES LTD","J5B",453.75,"100 Christian Rd RES","Current","TX",false
429910,423174,"ONE NEW ZEALAND GROUP LIMITED",,3500.0,"Pier A of Auckland Airport International Terminals A8AAT","Current","TX",false
429909,423180,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"Pier A of Auckland Airport International Terminals A8AAT","Current","TX",false
429908,423179,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"Pier A of Auckland Airport International Terminals A8AAT","Current","TX",false
429907,423182,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"Pier A of Auckland Airport International Terminals A8AAT","Current","TX",false
429906,423178,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Pier A of Auckland Airport International Terminals A8AAT","Current","TX",false
429904,423181,"ONE NEW ZEALAND GROUP LIMITED",,785.5,"Pier A of Auckland Airport International Terminals A8AAT","Current","TX",false
429903,423184,"RIGGERS AND OPERATORS LIMITED","FNX118",470.71875,"17 UPLAND ROAD REMUERA","Current","TX",false
429902,263960,"SURF LIFE SAVING NEW ZEALAND INCORPORATED","EN157",152.7,"WHANGAREI","Current","TX",false
429902,263960,"SURF LIFE SAVING NEW ZEALAND INCORPORATED","EN157",152.7,"WHANGAPARAOA","Current","TX",false
429902,263960,"SURF LIFE SAVING NEW ZEALAND INCORPORATED","EN157",152.7,"Te Henga (Bethells Beach)","Current","TX",false
429902,263960,"SURF LIFE SAVING NEW ZEALAND INCORPORATED","EN157",152.7,"MURIWAI","Current","TX",false
429902,263960,"SURF LIFE SAVING NEW ZEALAND INCORPORATED","EN157",152.7,"KAREKARE SURF CLUB BUILDING","Current","TX",false
429901,423277,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"PYES PA CENTRAL ~DWEF~","Current","TX",false
429900,423250,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"PYES PA CENTRAL ~DWEF~","Current","TX",false
429899,423097,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"PYES PA CENTRAL ~DWEF~","Current","TX",false
429898,423096,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"PYES PA CENTRAL ~DWEF~","Current","TX",false
429897,423091,"SPARK NEW ZEALAND TRADING LIMITED",,768.0,"PYES PA CENTRAL ~DWEF~","Current","TX",false
429892,423276,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"KHYBER PASS ROAD","Current","TX",false
429891,423258,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"KHYBER PASS ROAD","Current","TX",false
429890,423095,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"KHYBER PASS ROAD","Current","TX",false
429889,423090,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"SWANNANOA CENTRAL","Current","TX",false
429884,301677,"Fire and Emergency New Zealand","ES177",143.2125,"MARLEYS HILL (CCL) NORTHERN WOODEN POLE","Current","TX",false
429884,301677,"Fire and Emergency New Zealand","ES177",143.2125,"KINIKINI GISBORNE.NET","Current","TX",false
429875,178612,"KORDIA LIMITED","5G7#",4970.0,"MAKARA HIGH KORDIA","Current","TX",false
429874,178611,"KORDIA LIMITED","5G7",4670.0,"MT CLIMIE(BCL)","Current","TX",false
429873,158668,"KORDIA LIMITED","5G5#",4890.0,"MAKARA HIGH KORDIA","Current","TX",false
429872,158667,"KORDIA LIMITED","5G5",4590.0,"MT CLIMIE(BCL)","Current","TX",false
429871,158666,"KORDIA LIMITED","5G3#",4810.0,"MAKARA HIGH KORDIA","Current","TX",false
429870,158665,"KORDIA LIMITED","5G3",4510.0,"MT CLIMIE(BCL)","Current","TX",false
429869,178610,"KORDIA LIMITED","5G1#",4730.0,"MAKARA HIGH KORDIA","Current","TX",false
429868,178608,"KORDIA LIMITED","5G1",4430.0,"MT CLIMIE(BCL)","Current","TX",false
429867,423651,"RURAL CONNECTIVITY GROUP LIMITED",,2120.0,"RAKIKE - IKEA","Current","TX",false
429866,423649,"RURAL CONNECTIVITY GROUP LIMITED",,1867.5,"RAKIKE - IKEA","Current","TX",false
429865,423648,"RURAL CONNECTIVITY GROUP LIMITED",,1867.5,"RAKAHE - ALLEVIA HOSPITAL EPSOM DAS","Current","TX",false
429864,423650,"RURAL CONNECTIVITY GROUP LIMITED",,2137.5,"RAKIKE - IKEA","Current","TX",false
429863,423652,"RURAL CONNECTIVITY GROUP LIMITED",,1845.0,"RAKIKE - IKEA","Current","TX",false
429862,423655,"RURAL CONNECTIVITY GROUP LIMITED",,1845.0,"RAKAHE - ALLEVIA HOSPITAL EPSOM DAS","Current","TX",false
429861,423289,"TWO DEGREES NETWORKS LIMITED",,2165.0,"RAKIKE - IKEA","Current","TX",false
429860,423241,"TWO DEGREES NETWORKS LIMITED",,2152.5,"RAKIKE - IKEA","Current","TX",false
429859,423653,"RURAL CONNECTIVITY GROUP LIMITED",,1815.0,"RAKIKE - IKEA","Current","TX",false
429858,423654,"RURAL CONNECTIVITY GROUP LIMITED",,1815.0,"RAKAHE - ALLEVIA HOSPITAL EPSOM DAS","Current","TX",false
429857,423494,"EONFIBRE LIMITED","18G8A#",19590.0,"Waikato Expressway North ONZ C1EXN","Current","TX",false
429856,423492,"EONFIBRE LIMITED","18G8A",18580.0,"hilltop 3.2 km ENE of Lake Kimihia Mangawara (EonFibreNZ Huntly East C1HLE)","Current","TX",false
429855,423282,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(NTH-001-025-A)[KWKE]_KAWAKAWA EAST","Current","TX",false
429854,423040,"TWO DEGREES NETWORKS LIMITED",,798.0,"(NTH-001-025-A)[KWKE]_KAWAKAWA EAST","Current","TX",false
429853,423036,"TWO DEGREES NETWORKS LIMITED",,798.0,"(CAN-062-006-A)[BRNM]_BURNHAM MILITARY","Current","TX",false
429852,423290,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(MNW-037-004-B)[CSTF]_CASTLECLIFF","Current","TX",false
429851,423285,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(CAN-062-006-A)[BRNM]_BURNHAM MILITARY","Current","TX",false
429850,423037,"TWO DEGREES NETWORKS LIMITED",,798.0,"(MNW-037-004-B)[CSTF]_CASTLECLIFF","Current","TX",false
429849,423027,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"SPAGHETTI JUNCTION","Current","TX",false
429848,423175,"ONE NEW ZEALAND GROUP LIMITED",,3500.0,"COOPER AND LYBRAND AUCKLAND (VFNZ)","Current","TX",false
429847,423161,"ONE NEW ZEALAND GROUP LIMITED",,3500.0,"Raglan Town VF C1RTN","Current","TX",false
429846,423163,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"OTARA (VF A8OTA)","Current","TX",false
429845,291258,"360 CRANES & HAULAGE LIMITED","FNX440",477.91875,"ALL SOUTH ISLAND","Current","TX",false
429845,291258,"360 CRANES & HAULAGE LIMITED","FNX310",476.11875,"ALL SOUTH ISLAND","Current","TX",false
429845,291258,"360 CRANES & HAULAGE LIMITED","FNX129",470.85625,"ALL SOUTH ISLAND","Current","TX",false
429836,423275,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"DINSDALE EAST ~U5CM~","Current","TX",false
429835,423075,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"DINSDALE EAST ~U5CM~","Current","TX",false
429834,423029,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"DINSDALE EAST ~U5CM~","Current","TX",false
429833,423026,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"DINSDALE EAST ~U5CM~","Current","TX",false
429832,423030,"SPARK NEW ZEALAND TRADING LIMITED",,768.0,"DINSDALE EAST ~U5CM~","Current","TX",false
429831,423158,"ONE NEW ZEALAND GROUP LIMITED",,2640.0,"TAKAKA (VFNZ)","Current","TX",false
429830,423170,"ONE NEW ZEALAND GROUP LIMITED",,2640.0,"OTARA (VF A8OTA)","Current","TX",false
429829,423083,"SPARK NEW ZEALAND TRADING LIMITED","13G4",12849.0,"GORE TOWN","Current","TX",false
429828,423082,"SPARK NEW ZEALAND TRADING LIMITED","13G4#",13115.0,"HIGH PEAK","Current","TX",false
429827,267518,"SPARK NEW ZEALAND TRADING LIMITED","13G3",12821.0,"GORE TOWN","Current","TX",false
429826,267517,"SPARK NEW ZEALAND TRADING LIMITED","13G3#",13087.0,"HIGH PEAK","Current","TX",false
429825,423159,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"TAKAKA (VFNZ)","Current","TX",false
429824,423162,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"Auckland Council (Auckland Art Gallery) A3ZGK","Current","TX",false
429823,423156,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"New Zealand Football Albany A1ZHQ","Current","TX",false
429822,423173,"ONE NEW ZEALAND GROUP LIMITED",,2120.0,"Takapuna Grammar School ONZ A1ZFL","Current","TX",false
429819,423167,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"TAKAKA (VFNZ)","Current","TX",false
429818,423168,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"NZDF ARMY BAY WHANGAPARAOA (N2NAB)","Current","TX",false
429817,423166,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"Hynds Hamilton C3ZDE","Current","TX",false
429816,423169,"ONE NEW ZEALAND GROUP LIMITED",,1867.5,"New Zealand Football Albany A1ZHQ","Current","TX",false
429814,423101,"JOHNSTON DICK & ASSOCIATES LIMITED","18G8A#",19590.0,"PUKEPOTO NO3","Current","TX",false
429813,423100,"JOHNSTON DICK & ASSOCIATES LIMITED","18G8A",18580.0,"1251 Fenton Street","Current","TX",false
429812,423023,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"ASHBY AVENUE","Current","TX",false
429811,423024,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"ASHBY AVENUE","Current","TX",false
429810,423019,"SPARK NEW ZEALAND TRADING LIMITED",,2665.0,"ASHBY AVENUE","Current","TX",false
429809,423018,"SPARK NEW ZEALAND TRADING LIMITED",,877.5,"ASHBY AVENUE","Current","TX",false
429808,423022,"SPARK NEW ZEALAND TRADING LIMITED",,3710.0,"HIKURANGI ~SA7Y~","Current","TX",false
429807,423025,"SPARK NEW ZEALAND TRADING LIMITED",,3660.0,"HIKURANGI ~SA7Y~","Current","TX",false
429806,423020,"SPARK NEW ZEALAND TRADING LIMITED",,2137.5,"HIKURANGI ~SA7Y~","Current","TX",false
429805,423021,"SPARK NEW ZEALAND TRADING LIMITED",,1845.0,"HIKURANGI ~SA7Y~","Current","TX",false
429804,423015,"SPARK NEW ZEALAND TRADING LIMITED",,768.0,"HIKURANGI ~SA7Y~","Current","TX",false
429803,423017,"SPARK NEW ZEALAND TRADING LIMITED",,877.5,"HIKURANGI ~SA7Y~","Current","TX",false
429802,423486,"SMITH EARTHWORKS LIMITED","EEX80",166.7,"NORTH ISLAND","Current","TX",false
429802,423486,"SMITH EARTHWORKS LIMITED","EEX32",166.1,"NORTH ISLAND","Current","TX",false
429802,423486,"SMITH EARTHWORKS LIMITED","EEX27",166.0375,"NORTH ISLAND","Current","TX",false
429801,423534,"TOP ENERGY","J42B#",459.7125,"WALLIS HILL (TOP ENERGY)","Current","TX",false
429800,423533,"TOP ENERGY","J42B",454.675,"KAIKOHE SUBSTATION","Current","TX",false
429796,,"KIWIRAIL","EN173#",154.68125,"MOBILE","Current","TX",false
429794,,"BAY OF ISLANDS AMATEUR RADIO CLUB (INC)","2AR6750#",146.15,"AMATEUR MOBILE AREA","Current","TX",false
429793,423003,"MANAWA ENERGY GENERATION LIMITED","11G9#",11565.0,"GREERTON SWITCHYARD","Current","TX",false
429792,423002,"MANAWA ENERGY GENERATION LIMITED","11G9",11035.0,"MINDEN PEAK (TRUSTPOWER)","Current","TX",false
429790,423532,"TOP ENERGY","J48B#",459.8625,"WALLIS HILL (TOP ENERGY)","Current","TX",false
429789,423531,"TOP ENERGY","J48B",454.825,"RAETEA","Current","TX",false
429788,423530,"TOP ENERGY","J44B#",459.7625,"OKAHU ROAD","Current","TX",false
429787,423529,"TOP ENERGY","J44B",454.725,"RAETEA","Current","TX",false
429786,423528,"TOP ENERGY","J48B#",459.8625,"OKAHU ROAD","Current","TX",false
429785,423527,"TOP ENERGY","J48B",454.825,"1159 Church Road, Kaingaroa, Kaitaia","Current","TX",false
429784,423526,"TOP ENERGY","J46B#",459.8125,"PUKENUI","Current","TX",false
429783,423525,"TOP ENERGY","J46B",454.775,"1159 Church Road, Kaingaroa, Kaitaia","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX285",172.775,"HAWKES BAY REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX285",172.775,"GISBORNE REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX111",170.6,"HAWKES BAY REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX111",170.6,"GISBORNE REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX90",170.3375,"HAWKES BAY REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX90",170.3375,"GISBORNE REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX63",166.4875,"HAWKES BAY REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX63",166.4875,"GISBORNE REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX48",166.3,"HAWKES BAY REGION","Current","TX",false
429782,267256,"RADIO SHACK LIMITED","EEX48",166.3,"GISBORNE REGION","Current","TX",false
429780,417452,"CONED UP TRAFFIC MANAGEMENT SOLUTIONS LIMITED","DNX89",466.86875,"ALL SOUTH ISLAND","Current","TX",false
429780,417452,"CONED UP TRAFFIC MANAGEMENT SOLUTIONS LIMITED","DNX40",461.71875,"ALL SOUTH ISLAND","Current","TX",false
429778,292368,"BAY OF ISLANDS AMATEUR RADIO CLUB (INC)","2AD4575",144.575,"Mt Pukenui","Current","TX",false
429777,178951,"BAY OF ISLANDS AMATEUR RADIO CLUB (INC)","2AR6750",146.75,"Mt Pukenui","Current","TX",false
429776,,"Philip Garside","70AR9650#",434.65,"AMATEUR MOBILE AREA","Current","TX",false
429775,290325,"Philip Garside","70AR9650",439.65,"Churchill Drive Taradale","Current","TX",false
429774,209099,"VITAL LIMITED","8GL2",7777.35,"MT ALEXANDER","Current","TX",false
429773,209100,"VITAL LIMITED","8GL2#",8088.67,"BELTANA","Current","TX",false
429771,423493,"EONFIBRE LIMITED","11G1W#",11285.0,"WINDY HILL RD PANGURU (LOT 4 DP 43309 NORTH AUCKLAND) (VF N1XHK)","Current","TX",false
429770,423491,"EONFIBRE LIMITED","11G1W",10755.0,"HILL SOUTH OF SIGNAL STATION ROAD OMAPERE (VF OMAPERE N1OMP)","Current","TX",false
429769,423165,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"CLOUSTON PARK","Current","TX",false
429768,423164,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"MOSGIEL TOWN (VFNZ)","Current","TX",false
429767,423171,"ONE NEW ZEALAND GROUP LIMITED",,2682.5,"LINCOLN WEST","Current","TX",false
429766,423001,"SMITH CRANE & CONSTRUCTION LTD","EEX153",171.125,"99LadiesMile","Current","TX",false
429760,,"VENUES OTAUTAHI LIMITED","FN28#",472.34375,"MOBILE","Current","TX",false
429759,423034,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(MNW-038-001-A)[WGHU]_WHANGAEHU","Current","TX",false
429758,422754,"TWO DEGREES NETWORKS LIMITED",,2152.5,"(MNW-038-001-A)[WGHU]_WHANGAEHU","Current","TX",false
429757,422752,"TWO DEGREES NETWORKS LIMITED",,1815.0,"(MNW-038-001-A)[WGHU]_WHANGAEHU","Current","TX",false
429756,423035,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(HKB-032-001-A)[ACTT]_ASHCOTT","Current","TX",false
429755,422756,"TWO DEGREES NETWORKS LIMITED",,1815.0,"(HKB-032-001-A)[ACTT]_ASHCOTT","Current","TX",false
429754,422755,"TWO DEGREES NETWORKS LIMITED",,3580.0,"(TNK-033-002-C)[NPLH]_NEWPLYMOUTH","Current","TX",false
429753,422757,"TWO DEGREES NETWORKS LIMITED",,798.0,"(HKB-032-001-A)[ACTT]_ASHCOTT","Current","TX",false
429752,422758,"TWO DEGREES NETWORKS LIMITED",,3580.0,"(WKT-012-008-A)[KUAU]_KOPU","Current","TX",false
429751,423033,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(TNK-033-002-C)[NPLH]_NEWPLYMOUTH","Current","TX",false
429750,423032,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(WKT-012-008-A)[KUAU]_KOPU","Current","TX",false
429749,422751,"TWO DEGREES NETWORKS LIMITED",,939.9,"(WKT-012-008-A)[KUAU]_KOPU","Current","TX",false
429748,422749,"TWO DEGREES NETWORKS LIMITED",,798.0,"(WKT-012-008-A)[KUAU]_KOPU","Current","TX",false
429747,422750,"TWO DEGREES NETWORKS LIMITED",,798.0,"(AKL-009-010-A)[COGR]_CONIFER GROVE","Current","TX",false
429746,422753,"TWO DEGREES NETWORKS LIMITED",,3580.0,"(AKL-009-010-A)[COGR]_CONIFER GROVE","Current","TX",false
429745,423038,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(BOP-023-008-B)[TADK]_TAURANGA DOCKS","Current","TX",false
429744,423039,"TWO DEGREES NETWORKS LIMITED",,2165.0,"(AKL-009-010-A)[COGR]_CONIFER GROVE","Current","TX",false
429743,422748,"TWO DEGREES NETWORKS LIMITED",,798.0,"(BOP-023-008-B)[TADK]_TAURANGA DOCKS","Current","TX",false
429739,423614,"VENUES OTAUTAHI LIMITED","FN28",478.33125,"Christchurch Stadium","Current","TX",false
429738,418354,"TWO DEGREES NETWORKS LIMITED","18G6A#",19370.0,"(CAN-062-014-A)[RDTP]_ROUND TOP","Current","TX",false
429737,418352,"TWO DEGREES NETWORKS LIMITED","18G6A",18360.0,"MATHIAS STREET DARFIELD CATERBURY (CAN-062-003-A)","Current","TX",false
429736,418353,"TWO DEGREES NETWORKS LIMITED","8GL78",7940.425,"(CAN-062-014-A)[RDTP]_ROUND TOP","Current","TX",false
429735,418351,"TWO DEGREES NETWORKS LIMITED","8GL78#",8251.745,"MATHIAS STREET DARFIELD CATERBURY (CAN-062-003-A)","Current","TX",false
429702,408019,"TAIT SYSTEMS NZ LIMITED","7GU2#",7627.5,"BELTANA","Current","TX",false
429701,408018,"TAIT SYSTEMS NZ LIMITED","7GU2",7466.5,"MAUI STREET KAIKOURA (VF S2KKR)","Current","TX",false
429697,251412,"KIWIRAIL","EN173",152.9,"86 LATTER HILL","Current","TX",false
429696,423172,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Kelson ONZ W5KLN","Current","TX",false
429695,423160,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Glendale ONZ W5GNE","Current","TX",false
429694,423157,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Woodville Town ONZ W3WVE","Current","TX",false
429693,423155,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Mangapapa North W1MPN","Current","TX",false
429692,423150,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Kaiti North ONZ W1KNH","Current","TX",false
429691,423154,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Otatara Central ONZ S6ORC","Current","TX",false
429690,423153,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Fairfield ONZ S5FFD","Current","TX",false
429689,423151,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Nelson Rutherford ONZ S1NRF","Current","TX",false
429688,423147,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Warkworth Town ONZ N2WWB","Current","TX",false
429687,423152,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Orewa North ONZ N2OWN","Current","TX",false
429686,423146,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Maungaturoto ONZ N1MTO","Current","TX",false
429685,423131,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Springfield South ONZ C6SFS","Current","TX",false
429684,423137,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Edgecumbe C6ECB","Current","TX",false
429683,423139,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Flagstaff North ONZ C3FSN","Current","TX",false
429682,423134,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Prince Regent Drive ONZ A8PGD","Current","TX",false
429681,423133,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Favona East ONZ A8FVE","Current","TX",false
429680,423130,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"East Tamaki Heights ONZ A8ETH","Current","TX",false
429679,423122,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Mount Wellington South ONZ A6MWH","Current","TX",false
429678,423125,"ONE NEW ZEALAND GROUP LIMITED","VF900",952.0,"Chatswood ONZ A1CTD","Current","TX",false
